The Shadow: Pulling the Strings,幽影：暗中操纵
Always Be Running,始终运行
Dr. Lovegood,好善博士
Neutralize All Threats,消除威胁
Safety First,安全第一
Sunny Lebeau: Security Specialist,桑妮·勒博：安全专员
Security Chip,安全芯片
Security Nexus,安全联结点
GS Striker M1,GS打击者M1
GS Shrike M2,GS百舌鸟M2
GS Sherman M3,GS谢尔曼M3
Globalsec Security Clearance,全球保卫组安全许可
Jak Sinclair,贾克·辛克莱
Employee Strike,雇员罢工
Windfall,飞来横财
Technical Writer,技术作家
Run Amok,横冲直撞
Ramujan-reliant 550 BMI,拉姆万金550BMI
Street Magic,街头魔术
High-Stakes Job,高风险工作
Mongoose,猫鼬
Jesminder Sareen: Girl Behind the Curtain,杰斯敏德·萨林：幕后女孩
Maya,摩耶
Panchatantra,五卷书
Artist Colony,艺术家庄园
Chatterjee University,查特吉大学
Advanced Concept Hopper,超前概念飞跃车
Vikram 1.0,维克拉姆1.0
Heritage Committee,遗产委员会
Mumbad City Grid,孟巴德城际网阵
Kala Ghoda Real TV,卡拉哥达实景秀
Interrupt 0,中断0
Dedication Ceremony,落成典礼
Mumba Temple,孟巴神庙
Museum of History,历史博物馆
EMP Device,电磁脉冲装置
Diwan,迪旺
CBI Raid,中央调查局突查
Tech Trader,技术商人
NetChip,网络芯片
Corporate Scandal,公司丑闻
Populist Rally,民粹主义集会
Advanced Assembly Lines,高级装配线
Lakshmi Smartfabrics,吉祥天女智能面料
Product Recall,产品召回
Pālanā Foods: Sustainable Growth,帕拉纳食品：可持续成长
Pālanā Agroplex,帕拉纳农业复合体
Harvester,收割者
Remote Data Farm,远程数据储存场
Disposable HQ,即弃总部
New Construction,新建工程
Mumbad Construction Co.,孟巴德建设公司
Corporate Sales Team,公司销售组
PAD Factory,掌上面板工厂
Political Graffiti,政治涂鸦
Nero Severn: Information Broker,尼禄·塞文：信息经纪人
Reflection,映思镜
Spy Camera,间谍相机
Political Operative,助选员
Sadyojata,瞬生
"""Freedom Through Equality""",“平等是自由之路”
Akshara Sareen,阿刹拉·萨林
Councilman,地方议员
Voting Machine Initiative,投票机新倡议
Clone Suffrage Movement,克隆体参政运动
Bio-Ethics Association,生命伦理学协会
Political Dealings,政治交易
"""Clones are not People""",“克隆体不是人类”
Sensie Actors Union,复感影星联合会
Commercial Bankers Group,商业银行家团体
Mumbad City Hall,孟巴德市政厅
Bailiff,执达吏
Surat City Grid,苏拉特城际网阵
Making an Entrance,闪亮登场
Salsette Slums,撒尔塞特贫民窟
Exclusive Party,高档宴会
Vamadeva,喜天
Brahman,梵天
Patron,庇护人
Sports Hopper,竞速飞跃车
Bazaar,巴扎
Personality Profiles,人格剖析
Jeeves Model Bioroids,吉夫斯型生化人
Raman Rai,拉曼·雷
Upayoga,行部
Aryabhata Tech,阿耶波多科技
Salem's Hospitality,塞勒姆的款待
Executive Search Firm,猎头公司
Indian Union Stock Exchange,印度联盟证券交易所
Cobra,眼镜蛇
Localized Product Line,本地化生产线
Mumbad Virtual Tour,孟巴德虚拟之旅
The Noble Path,圣道
Emptied Mind,空无心智
Information Sifting,信息筛选
Out of the Ashes,烬中再起
Liberated Chela,自由信徒
Temple of the Liberated Mind,自由心智之殿
Rebirth,重生
Guru Davinder,古鲁达温德
The Turning Wheel,转轮
Brainstorm,头脑风暴
Ravana 1.0,罗波那1.0
Dedicated Neural Net,专属神经网络
Chetana,思
Puppet Master,傀儡主人
Waiver,弃权声明
Exchange of Information,交换信息
Red Tape,繁文缛节
Consulting Visit,上门商议
Vanilla,香草
Fear the Masses,群众可畏
Aghora,无惧
Bhagat,巴格特
The Black File,黑文件
The Price of Freedom,自由的代价
Ankusa,金刚钩
Rigged Results,操纵结果
Magnet,磁铁
Lateral Growth,横向发展
Improved Protein Source,改进版蛋白源
Voter Intimidation,恐吓选民
Harishchandra Ent.: Where You're the Star,哈里什昌德拉娱乐：你就是明星
Full Immersion RecStudio,全浸影音工作室
Ibrahim Salem,易卜拉欣·塞勒姆
Navi Mumbai City Grid,新孟买城际网阵
Zealous Judge,狂热的审判员
Election Day,选举日
Subcontract,转包合同
Merger,兼并
System Outage,系统停运
Null: Whistleblower,空值：吹哨者
GPI Net Tap,GPI网络分接器
Hernando Cortez,赫尔南多·科特斯
Mirror,镜子
Dai V,戴·V
"Another Day, Another Paycheck",新的一天，新的报酬
Deuces Wild,百搭二王
Injection Attack,注入式攻击
Fairchild 1.0,仙童1.0
Sherlock 2.0,夏洛克2.0
Hyoubu Research Facility,兵部研究设施
Chrysalis,蝶蛹
Georgia Emelyov,乔治娅·叶梅廖夫
Watchdog,看门狗
Hard-Hitting News,重磅新闻
NBN: Controlling the Message,网际传媒：掌控讯息
Crisis Management,危机管理
Stock Buy-Back,股票回购
Sandburg,桑德堡
Credit Crash,信用崩盘
Rumor Mill,谣言工厂
Nfr,奈菲尔
Paperclip,回形针
Golden,金雕
Temüjin Contract,铁木真合约
Khan: Savvy Skiptracer,可汗：聪颖追猎人
Data Breach,数据外泄
Algo Trading,算法交易
Beth Kilrain-Chang,贝丝·吉兰-张
Fairchild 2.0,仙童2.0
Aiki,合气
Enforcing Loyalty,厉行忠诚
Hatchet Job,恶语中伤
Special Report,特别报道
C.I. Fund,资本投资基金
Liquidation,清算
Weyland Consortium: Builder of Nations,威兰财团：国家的建造者
Financial Collapse,金融崩溃
Prisec,私卫
Obelus,除号
Black Orchestra,黑色乐团
Omar Keung: Conspiracy Theorist,奥马尔·姜：阴谋论者
Peregrine,游隼
Houdini,胡迪尼
Net Mercur,默库尔网台
Find the Truth,找出真相
First Responders,先遣急救员
Fairchild 3.0,仙童3.0
Ark Lockdown,封锁方舟
Hellion Beta Test,恶狼贝塔测试
Project Kusanagi,草薙计划
DNA Tracker,DNA追迹者
Jinteki: Potential Unleashed,人间会社：潜力无限
Alexa Belsky,艾里珊·别尔斯基
Observe and Destroy,观察并摧毁
Service Outage,服务停运
BOOM!,轰！
Door to Door,挨门逐户
Scarcity of Resources,资源短缺
En Passant,吃过路兵
Frantic Coding,狂乱编码
The Gauntlet,鹰猎手套
Saker,猎隼
Blockade Runner,禁区偷运者
Ele "Smoke" Scovak: Cynosure of the Net,艾丽·“浓烟”·斯科娃：网界明星
Top Hat,礼帽
Blackstone,布莱克斯通
Government Investigations,政府调查
Citadel Sanctuary,避难圣所
Wetwork Refit,湿活改装
Haas-Bioroid: Architects of Tomorrow,哈斯生化：未来的设计师
Fumiko Yamamori,山森文子
Hasty Relocation,仓促转移
Data Ward,数据看守
Drone Screen,无人机画面
Chief Slee,斯丽队长
Bulwark,壁垒
Best Defense,最佳防御
Preemptive Action,抢先行动
MKUltra,MKUltra
On the Lam,潜逃
Cold Read,冷读
Equivocation,模糊措辞
Misdirection,错引
Reaver,掠夺者
Interdiction,火力拦阻
Baba Yaga,雅加婆婆
Fairchild,仙童
Friends in High Places,高处的朋友
Manta Grid,曼塔网阵
Mind Game,心智游戏
Nihongai Grid,日本街网阵
IP Block,IP拦截
Thoth,托特
Anson Rose,安森·罗斯
Mausolus,摩索拉斯
Sapper,工兵
Show of Force,炫耀武力
Enforced Curfew,厉行宵禁
Şifr,零位
Sūnya,舜若
Recon Drone,侦察无人机
Tapwrm,绦虫
Tracker,追迹者
Aaron Marrón,亚伦·马伦
Encore,返场加演
Fawkes,福克斯
Peace in Our Time,现世和平
Sensor Net Activation,传感网激活
Violet Level Clearance,紫色许可
Chiyashi,阿依努寨
Psychokinesis,念力
Net Quarantine,网络隔离
Herald,使者
Veritas,真理
Bryan Stinson,布莱恩·斯廷森
NASX,新洛杉矶证交所
Macrophage,巨噬细胞
Tribunal,法庭
Pushing the Envelope,挑战极限
Maw,巨口
The Archivist,档案员
Exploit,利用
Spot the Prey,发现猎物
Bio-Modeled Network,生物建模网络
Network Exchange,网络交换
Mad Dash,疯狂冲刺
NEXT Wave 2,次级续作
Zed 2.0,劫2.0
Defense Construct,防御结构体
Synth DNA Modification,合成DNA修饰
Kakugo,劫2.0
Net Analytics,网络分析
SYNC BRE,信网同步BRE
Jemison Astronautics: Sacrifice. Audacity. Success.,杰米森航天：舍己 无畏 求胜
Quarantine System,隔离系统
Oberth Protocol,奥伯特协议
Khondi Plaza,孔迪广场
Signal Jamming,信号干扰
Severnius Stim Implant,赛维纽斯刺激植入体
Clan Vengeance,部落复仇
Counter Surveillance,反向监视
Möbius,莫比乌斯
Los: Data Hijacker,洛斯：数据劫匪
System Seizure,系统遇袭
Customized Secretary,定制的助理
Build Script,构建脚本
Seidr Adaptive Barrier,西德尔适应型屏障
Nerine 2.0,尼润2.0
Load Testing,负载测试
Bloom,花开
Replanting,改植
CPC Generator,CPC生成器
Free Lunch,白吃的午餐
MCA Informant,火殖地当局线人
Clyde Van Rite,克莱德·凡·里特
Watchtower,岗楼
Sacrifice,舍己
Self-Adapting Code Wall,自适应代码墙
Berserker,狂战士
Persephone,珀耳塞福涅
Rubicon Switch,卢比孔交换机
Aeneas Informant,埃涅阿斯线人
Rosetta 2.0,罗塞塔2.0
Adjusted Matrix,调整矩阵
Dedicated Processor,专属处理器
Inversificator,反写诗器
Dadiana Chacon,达迪亚娜·查康
NEXT Opal,次级欧泊
Bioroid Work Crew,生化人工作队
AgInfusion: New Miracles for a New World,灌注农业：新世界的新奇迹
Bamboo Dome,竹园穹顶
Ben Musashi,武藏弁
Authenticator,认证者
Henry Phillips,亨利·菲利普斯
Battlement,城垛
Audacity,无畏
Red Planet Couriers,红色星球专递
Owl,猫头鹰
Alice Merchant: Clan Agitator,爱丽丝·默切特：部落煽动者
Jarogniew Mercs,雅罗涅夫佣兵
Māui,毛伊
Bug Out Bag,求生背包
Keros Mcintyre,克罗斯·麦金泰尔
Daredevil,冒失鬼
Mass-Driver,质量投射器
Warroid Tracker,生化战士追迹者
Loki,洛基
Obokata Protocol,小保方协议
Mirāju,蜃楼
Shipment from Tennin,天人院的货物
Escalate Vitriol,炮轰加剧
Reeducation,再教育
Traffic Analyzer,流量分析
Meteor Mining,陨石开采
Standoff,对峙
Success,求胜
Whampoa Reclamation,黄埔复垦
Mass Commercialization,大规模商业化
Mars for Martians,火星属于火星人
God of War,战神
Leave No Trace,不留痕迹
Rip Deal,掉包交易
Flashbang,闪光弹
Lean and Mean,至精至简
Maven,名家
Na'Not'K,纳补科
Bloo Moose,鹿慕酒吧
O₂ Shortage,氧气匮乏
Helheim Servers,赫尔海姆服务器
Mandatory Seed Replacement,强制换种
Water Monopoly,水权垄断
Metamorph,变质
Data Loop,数据循环
Biased Reporting,偏见报道
Open Forum,开放论坛
Tithonium,提托努利林
Transparency Initiative,透明化新倡议
Rover Algorithm,漫游者算法
Mining Accident,采矿事故
Respirocytes,人造红血球
Salvaged Vanadis Armory,凡娜迪丝武器厂残迹
Aumakua,奥玛库阿
Caldera,火山臼
Diana's Hunt,狄安娜之猎
Reshape,重塑
Dummy Box,马甲箱
Corporate Defector,公司逃兵
CFC Excavation Contract,氯氟烃采掘合约
MCA Austerity Policy,火殖地当局紧缩政策
Restore,恢复
Breached Dome,破裂穹顶
Sand Storm,沙暴
AR-Enhanced Security,AR强化防卫
Rolling Brownout,轮番限电
Threat Level Alpha,阿尔法级威胁
Priority Construction,优先建设
Fractal Threat Matrix,分形威胁矩阵
Conundrum,难题
Steve Cambridge: Master Grifter,史蒂夫·坎布里奇：骗术大师
Brute-Force-Hack,蛮力入侵
Spear Phishing,鱼叉式网钓
SYN Attack,SYN攻击
Polyhistor,博学者
Abagnale,阿巴内尔
Lustig,卢斯蒂格
Demara,迪马拉
Mammon,玛门
Charlatan,假行家
Maxwell James,麦克斯韦·詹姆斯
Ayla "Bios" Rahim: Simulant Specialist,艾拉·“生命”·拉辛：拟态专家
Careful Planning,精心筹划
Deep Data Mining,深度数据挖掘
LLDS Memory Diamond,LLDS记忆钻石
Ubax,乌芭
Adept,大匠
Savant,智者
Egret,白鹭
Dhegdheer,长耳怪
Levy Advanced Research Lab,利维前景实验室
Laguna Velasco District,韦拉斯科湖区
Process Automation,流程自动化
Officer Frank,弗兰克警官
Dean Lister,迪安·里斯特
Biometric Spoofing,冒用生物特征
The Shadow Net,暗网
Seidr Laboratories: Destiny Defined,西德尔实验室：定义命运
Brain Rewiring,脑部重塑
Elective Upgrade,可选升级
Successful Field Test,成功实测
Estelle Moon,艾斯黛拉·文
Marilyn Campaign,玛丽莲营销计划
Eli 2.0,伊莱2.0
Executive Functioning,执行功能
Holmegaard,霍尔美加德
Tapestry,织锦
Ultraviolet Clearance,紫外许可
Black Level Clearance,黑色许可
Mason Bellamy,梅森·贝拉米
Skorpios Defense Systems: Persuasive Power,蝎岛防御体系：说服力
Armored Servers,装甲服务器
Illicit Sales,非法销售
Graft,受贿
Illegal Arms Factory,非法武器厂
Mr. Stone,斯通先生
Bloodletter,放血者
Colossus,巨像
Hailstorm,雹暴
Hortum,悬苑
Hunter Seeker,猎杀
K. P. Lynn,K·P·林恩
Paper Trail,文件线索
Honeyfarm,蜜场
Long-Term Investment,长期投资
Weir,围堰
IPO,首次公开募股
Evidence Collection,
Evidence Collection 2,
Evidence Collection 3,
Evidence Collection 4,
Investigator Inez Delgado A,
Investigator Inez Delgado A 2,
Lt. Todachine,
Lt. Todachine 2,
Trojan,
Security Leak,
Machicolation A,
Machicolation B,
Corporate Oversight A,
Corporate Oversight B,
Investigator Inez Delgado,
Investigator Inez Delgado 2,
Investigator Inez Delgado 3,
Investigator Inez Delgado 4,
Surveillance Network Key,
Surveillance Network Key 2,
BMI Buffer,
BMI Buffer 2,
Shadow Team,
Net Watchlist,
The Masque A,
The Masque B,
Sneakdoor Prime A,
Sneakdoor Prime B,
Reina Roja: Freedom Fighter,雷娜·罗娅：自由战士
Demolition Run,拆解式潜袭
Retrieval Run,检索式潜袭
Singularity,奇点
Stimhack,狂热式入侵
Cyberfeeder,赛博补给器
Spinal Modem,脊髓调制器
Darwin,达尔文
Datasucker,数据吸食虫
Force of Nature,自然之力
Imp,小恶魔
Hemorrhage,出血症
Mimic,变脸者
Morning Star,晨星锤
Ice Carver,凿墙者
Liberated Account,盗用账户
Scrubber,清洗者
Xanadu,上都
Gabriel Santiago: Consummate Professional,加布里埃尔·圣地亚哥：精湛专家
Easy Mark,待宰羔羊
Emergency Shutdown,紧急关机
Forged Activation Orders,伪造激活指令
Inside Job,内线操作
Special Order,特别订单
Doppelgänger,双重幻影
HQ Interface,总部接口
Aurora,极光
Faerie,仙灵
Femme Fatale,蛇蝎美人
Peacock,孔雀
Pheromones,信息素
Sneakdoor Beta,测试暗门
Bank Job,银行任职
Crash Space,应急房间
Fall Guy,替罪羊
Mr. Li,李先生
Chaos Theory: Wünderkind,混沌希尔瑞：神童
Diesel,迪燃
Indexing,索引化
Modded,改装
Notoriety,威名显赫
Test Run,测试运行
The Maker's Eye,造物者之眼
Tinkering,校正
Dinosaurus,小神龙
Rabbit Hole,兔穴
The Personal Touch,个性化定制
Battering Ram,破门槌
Gordian Blade,戈尔迪之刃
Magnum Opus,巨作
Pipeline,管线
Aesop's Pawnshop,伊索的典当铺
All-nighter,夜猫子
Sacrificial Construct,自毁结构体
Infiltration,潜入
Sure Gamble,胜券在握
Dyson Mem Chip,戴森内存芯片
Crypsis,万色草
Armitage Codebusting,阿米蒂奇代码破解
Underworld Contact,秘密接触
Haas-Bioroid: Stronger Together,哈斯生化：强大的凝聚力
Project Ares,阿瑞斯计划
Project Vitruvius,维特鲁威计划
Adonis Campaign,阿多尼斯营销计划
Aggressive Secretary,激进的助理
Heimdall 1.0,海姆达尔1.0
Hudson 1.0,哈德森1.0
Ichi 1.0,女座头市1.0
Rototurret,旋转炮塔
Viktor 1.0,维克托1.0
Archived Memories,归档的记忆
Biotic Labor,生化人劳工
Green Level Clearance,绿色许可
Shipment from MirrorMorph,幻镜所的货物
Ash 2X3ZB9CY,尘埃2X3ZB9CY
Strongbox,保险箱
Weyland Consortium: Building a Better World,威兰财团：创造美好世界
Hostile Takeover,恶意收购
Project Atlas,阿特拉斯计划
The Cleaners,清除者
Dedicated Response Team,专属反应组
Elizabeth Mills,伊丽莎白·米尔斯
GRNDL Refinery,地新研发所冶炼厂
Archer,射手
Caduceus,蛇杖
Hadrian's Wall,哈德良之墙
Hive,蜂巢
Ice Wall,冰墙
Shadow,影子
Beanstalk Royalties,豆茎授权金
Punitive Counterstrike,强硬反击
Shipment from Kaguya,辉夜港的货物
Jinteki: Personal Evolution,人间会社：自我进化
Braintrust,智脑团
Nisei MK II,次代II型
Project Junebug,金甲虫计划
Ronin,浪人
Snare!,圈套！
Himitsu-Bako,奥秘箱
Neural Katana,神经枢武士刀
Swordsman,剑客
Wall of Thorns,荆棘墙
Whirlpool,漩涡
Yagura,矢仓
Celebrity Gift,名流的馈赠
Neural EMP,神经电磁脉冲
Trick of Light,光影诡计
Hokusai Grid,北斋网阵
NBN: Making News,网际传媒：制造新闻
Project Beale,比勒计划
TGTBT,免费的午餐
Ghost Branch,幽灵分部
Data Raven,数据乌鸦
Flare,耀斑
Pop-up Window,弹出窗口
Tollbooth,收费站
Wraparound,环绕筒
Anonymous Tip,匿名信息
Closed Accounts,查封账户
Psychographics,心理统计分析
SEA Source,空梯管理局信号源
Red Herrings,红鲱鱼
Bernice Mai,柏妮丝·麦
False Lead,误导
Priority Requisition,优先征用
Private Security Force,私人防卫军
Melange Mining Corp.,混合矿业公司
PAD Campaign,掌上营销计划
Enigma,谜团
Hunter,狩猎者
Wall of Static,静电墙
Hedge Fund,对冲基金
By Any Means,千方百计
Yusuf,尤素福
Zamba,赞巴
Puffer,河豚
Lewi Guilherme,莱维·吉列尔梅
Cyberdelia,赛博幻丽
Upya,新意
Assimilator,同化者
Asa Group: Security Through Vigilance,亚撒集团：安全戒备
Ikawah Project,易卡瓦计划
Najja 1.0,纳贾1.0
Gene Splicer,基因剪接者
Mganga,巫医
Genotyping,基因分型
Echo Chamber,回音室
Self-Growth Program,自我成长项目
Calibration Testing,校准测试
Urban Renewal,都市更新
Wake Up Call,叫醒服务
Reconstruction Contract,重建合约
Acacia,金合欢
Plague,瘟疫
Credit Kiting,信用诈欺
Wari,瓦里
Kabonesa Wu: Netspace Thrillseeker,卡波尼萨·吴：网域觅险者
Takobi,塔科匕
Kongamato,康加玛托
Emergent Creativity,突现式创造
RNG Key,RNG密钥
Nightdancer,夜舞者
Jinja City Grid,金贾城际网阵
Aimor,埃漠
Bacterial Programming,细菌编程
Jua,烈日
Threat Assessment,威胁评估
Economic Warfare,经济战
Forced Connection,强制连接
SSL Endorsement,撒南盟的认可
NGO Front,非政府组织阵线
Distract the Masses,迷惑群众
eXer,划叉者
Friday Chip,周五芯片
Crypt,地窖
Corporate "Grant",公司“拨款”
No One Home,家中无人
Marathon,马拉松
Gbahali,巴哈利
White Hat,白帽
Kuwinda K4H1U3,库温达K4H1U3
NEXT Sapphire,次级蓝宝石
Anansi,阿南西
Code Replicator,代码复制器
Reverse Infection,反向感染
Azmari EdTech: Shaping the Future,阿兹玛里教育科技：塑造未来
Degree Mill,学位工厂
Personalized Portal,个性化门户
Armed Intimidation,持械恐吓
Death and Taxes,死亡与纳税
Trojan Horse,特洛伊木马
TechnoCo,科企
Glut Cipher,爆库暗码
Knobkierie,圆头棒
419: Amoral Scammer,419：非道德骗徒
Falsified Credentials,窜改凭证
Rogue Trading,流氓交易
Because I Can,只因我能
Nyashia,尼亚夏
Consume,消尽
Malia Z0L0K4,马里雅Z0L0K4
Kill Switch,杀戮开关
Tempus,光阴
Bio Vault,生命密库
Sadaka,施济
Endless EULA,无尽EULA
Sandman,沙人
Amani Senai,阿曼尼·塞奈
SSO Industries: Fueling Innovation,撒南实业：助推创新
City Works Project,城市工厂计划
Oduduwa,奥杜杜瓦
Rashida Jaheem,拉什达·哲希姆
Freedom Khumalo: Crypto-Anarchist,自由库马洛：加密无政府主义者
Trypano,锥虫
Contaminate,污染
Embezzle,侵吞
Slipstream,滑流
Laamb,拉姆布
Gebrselassie,格布雷西拉西耶
Compile,编译
Logic Bomb,逻辑炸弹
Jackpot!,头彩！
Remote Enforcement,远程执法
Kamali 1.0,卡玛利1.0
Warden Fatuma,监察员法图玛
Viral Weaponization,病毒武器化
Envelope,封套
Mwanza City Grid,姆万扎城际网阵
Standard Procedure,标准程序
Intake,摄入
Masvingo,马斯温戈
Overseer Matrix,监督矩阵
Zer0,0点
Musaazi,穆萨齐
Hippo,河马
Amina,阿米娜
Diversion of Funds,挪用资金
PAD Tap,面板分接
Reclaim,回收
Engolo,恩戈洛
Flame-out,尽火
Black Hat,黑帽
Kasi String,卡西字符串
NEXT Diamond,次级钻石
Riot Suppression,镇压暴乱
Mti Mwekundu: Life Improved,红树制药：改善生活
Mlinzi,护卫
Better Citizen Program,更好市民计划
Market Forces,市场力量
Surveyor,鉴定者
High-Profile Target,显要目标
False Flag,伪旗行动
Nathaniel "Gnat" Hall: One-of-a-Kind,纳撒尼尔·“小虫”·霍尔：独一无二
Divide and Conquer,分而治之
Guinea Pig,实验对象
Patchwork,补丁
Hijacked Router,被劫持的路由器
Cradle,摆球
District 99,99区
Liza Talking Thunder: Prominent Legislator,丽莎·雷鸣：知名立法者
Hot Pursuit,热力追缉
Paragon,典范
Bankroll,资金
Tycoon,大亨
Thunder Art Gallery,雷鸣画廊
Miss Bones,白骨小姐
Akiko Nisei: Head Case,亚纪子·次代：首起谜案
Insight,洞察
Mind's Eye,心灵之眼
Mâché,制型
Ika,乌贼
Kyuban,吸盘
Psych Mike,神通迈克
Algernon,阿尔吉侬
Reboot,重启
Office Supplies,办公用品
DJ Fenris,DJ芬里斯
Sportsmetal: Go Big or Go Home,金技体育：全力以赴
Hyperloop Extension,超回路延线
Meridian,子午线
Gatekeeper,门岗
Divert Power,能量转向
Fast Break,快速突破
Game Changer,改变赛局
Giordano Memorial Field,乔尔达纪念赛场
Saraswati Mnemonics: Endless Exploration,辩天助忆：无尽探索
Jumon,咒文
API-S Keeper Isobel,API-S保管员伊莎贝尔
Neurostasis,神经停滞
Otoroshi,惊怪
Thimblerig,隐豆戏法
Hangeki,反击
Daruma,达摩
Acme Consulting: The Truth You Need,极致咨询：你所需的真相
Fly on the Wall,墙上的苍蝇
SIU,特调组
Peeping Tom,偷窥者汤姆
Hydra,多头蛇
Eavesdrop,窃听
Attitude Adjustment,动态调整
Arella Salvatore,阿蕾拉·萨尔瓦托雷
The Outfit: Family Owned and Operated,芝路组织：家族生意
Broad Daylight,光天之下
Drudge Work,苦工
Blockchain,区块链
Formicary,蚁冢
Building Blocks,构建模块
Too Big to Fail,大而不倒
Under the Bus,推入车底
Lady Liberty,自由女神
Labor Rights,劳工权益
Embolus,栓塞
Crowdfunding,众筹
Timely Public Release,适时公布
Slot Machine,老虎机
Border Control,边境管控
Watch the World Burn,望世将焚
Hired Help,受雇帮手
Cyber Bureau: Keeping the Peace,赛博处：维持和平
Reina Roja: Freedom Fighter,雷娜·罗娅：自由战士
Quetzal: Free Spirit,绿咬鹃：不羁灵魂
Queen's Gambit,皇后开局
Quest Completed,任务达成
Retrieval Run,检索式潜袭
Run Amok,横冲直撞
Stimhack,狂热式入侵
Cyberfeeder,赛博补给器
Patchwork,补丁
Corroder,腐蚀者
Datasucker,数据吸食虫
Force of Nature,自然之力
Imp,小恶魔
Lamprey,七腮鳗
Mimic,变脸者
Ice Carver,凿墙者
Liberated Account,盗用账户
Scrubber,清洗者
Xanadu,上都
Gabriel Santiago: Consummate Professional,加布里埃尔·圣地亚哥：精湛专家
Leela Patel: Trained Pragmatist,莉拉·帕特尔：受训实用派
Career Fair,招聘会
Easy Mark,待宰羔羊
Emergency Shutdown,紧急关机
Hostage,人质
Inside Job,内线操作
Legwork,外勤
Networking,社交
Spear Phishing,鱼叉式网钓
Special Order,特别订单
HQ Interface,总部接口
Paragon,典范
Abagnale,阿巴内尔
Demara,迪马拉
Faerie,仙灵
Femme Fatale,蛇蝎美人
Sneakdoor Beta,测试暗门
Bank Job,银行任职
Data Dealer,数据商贩
Chaos Theory: Wünderkind,混沌希尔瑞：神童
Rielle "Kit" Peddler: Transhuman,芮尔·“姬特”·佩德拉：超凡入圣
Diesel,迪燃
Modded,改装
Notoriety,威名显赫
Test Run,测试运行
The Maker's Eye,造物者之眼
